Sch_num,School,p_type,Department,Region,address,Disc_Cluster,requirement,Exam_Item,Talent,Quota,exam_date,Contact,link,note
SCH11400599,長庚大學,私立,生物醫學系,北區,,醫藥衛生學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>設籍於內政部定義屬偏遠地區鄉鎮及雲林縣麥寮鄉、台西鄉、東勢鄉、褒忠鄉、崙背鄉、彰化縣大城鄉且為低收入戶之高中(職)畢業生；獲錄取入學者另提供「長庚大學大學部清寒偏鄉獎學金」。,"【資料審查】50%
1.高中(職)在校成績證明。
2.符合「報考資格」之證明文件與說明。
3.自傳: 包括申請動機、個人生涯規劃及企圖心等。
4.其他有利審查之資料(以高中(職)時期為限)。

【面試】50%
1.依審查成績擇優8名參加面試。
2.面試日期113年11月29日(五)
詳情請見招生簡章",生物能力、化學能力、英文能力、溝通能力,4,2024/11/29,王小姐(招生組) / 03-2118800轉3323,,"【備註】【資料審查】：下列資料須於報名時同時繳交。<br />1.高中(職)在校成績證明。<br /> (考生如無法提出高中(職)在學成績證明者，得以其他成績證明取代，並於該成績證明內敘明理由)。<br />2.符合上述「報考資格」之證明文件與說明。<br />3.自傳（自傳內容應著重強調選擇本系的原因，並說明個人生涯規劃及企圖心。若有校內、校外社團或志工參與需檢具證明）。<br />4.其他有利審查之資料(以高中(職)時期為限)。

【計畫類別】特殊選才"
SCH11400600,長庚大學,私立,資訊管理學系,北區,,資訊學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>設籍於內政部定義屬偏遠地區鄉鎮及雲林縣麥寮鄉、台西鄉、東勢鄉、褒忠鄉、崙背鄉、彰化縣大城鄉且為低收入戶之高中(職)畢業生；獲錄取入學者另提供「長庚大學大學部清寒偏鄉獎學金」。,"【資料審查】100%
1.高中(職)在校成績證明。
2.符合「報考資格」之證明文件
3.自傳及申請動機
4.其他有利審查之資料(以高中(職)時期為限)。

詳情請見招生簡章",邏輯推理、程式設計、管理能力、英文能力,1,2024/11/01,王小姐(招生組) / 03-2118800轉3323,,【計畫類別】資安外加
SCH11400601,長庚大學,私立,資訊管理學系,北區,,資訊學群,特殊才能 不同教育資歷：,"資料審查100%
1.高中(職)在校成績證明。
2.符合「報考資格」之證明文件。
3.自傳及申請動機。
5.有利審查之資料(以高中(職)時期為限)

詳情請見招生簡章",邏輯推理、程式設計、管理能力、英文能力,2,2024/11/01,王鉉蓉 / 03-2118800轉3323,,【計畫類別】資安外加
SCH11400602,長庚大學,私立,電機工程學系,北區,,工程學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>設籍於內政部定義屬偏遠地區鄉鎮及雲林縣麥寮鄉、台西鄉、東勢鄉、褒忠鄉、崙背鄉、彰化縣大城鄉且為低收入戶之高中(職)畢業生；獲錄取入學者另提供「長庚大學大學部清寒偏鄉獎學金」。,"【資料審查】60%
1.高中(職)在校成績證明。
2.符合「報考資格」之證明文件與說明。
3.自傳及申請動機。
4.其他有利審查之資料(以高中(職)時期為限)

【面試】40%
1.依審查成績擇優8名參加面試。
2.面試日期113年11月29日(五)

詳情請見招生簡章",物理能力、數學能力、邏輯推理、英文能力,3,2024/11/29,王小姐(招生組) / 03-2118800轉3323,,【計畫類別】特殊選才
SCH11400603,長庚大學,私立,機械工程學系,北區,,工程學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>設籍於內政部定義屬偏遠地區鄉鎮及雲林縣麥寮鄉、台西鄉、東勢鄉、褒忠鄉、崙背鄉、彰化縣大城鄉且為低收入戶之高中(職)畢業生；獲錄取入學者另提供「長庚大學大學部清寒偏鄉獎學金」。,"【資料審查】100%
1.高中(職)在校成績證明。
2.符合「報考資格」之證明文件與說明。
3.自傳及申請動機。
4.其他有利審查之資料(以高中(職)時期為限)

詳情請見招生簡章",物理能力、數學能力、空間概念、動手能力,2,2024/11/01,王小姐(招生組) / 03-2118800轉3323,,【計畫類別】特殊選才
SCH11400604,長庚大學,私立,職能治療學系,北區,,醫藥衛生學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>設籍於內政部定義屬偏遠地區鄉鎮及雲林縣麥寮鄉、台西鄉、東勢鄉、褒忠鄉、崙背鄉、彰化縣大城鄉且為低收入戶之高中(職)畢業生；獲錄取入學者另提供「長庚大學大學部清寒偏鄉獎學金」。,"【資料審查】50%
1.高中(職)在校成績證明。
2.符合「報考資格」之證明文件與說明。
3.個人簡歷資料:包含個人特質及語本系的契合度、申請動機、高中職時期學習、活動或競賽之歷程反思
4.其它有利審查資料。

【面試】50%
面試日期113年11月29日(五)

詳情請見招生簡章",生物能力、化學能力、英文能力、溝通能力,2,2024/11/29,王小姐(招生組) / 03-2118800轉3323,,【計畫類別】特殊選才
SCH11400605,長庚大學,私立,醫學生物技術暨檢驗學系,北區,,醫藥衛生學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>設籍於內政部定義屬偏遠地區鄉鎮及雲林縣麥寮鄉、台西鄉、東勢鄉、褒忠鄉、崙背鄉、彰化縣大城鄉且為低收入戶之高中(職)畢業生；獲錄取入學者另提供「長庚大學大學部清寒偏鄉獎學金」。,"【資料審查】100%
1.高中(職)在校成績證明。
2.符合「報考資格」之證明文件。
3.自傳及申請動機。
4.有利審查之資料(以高中(職)時期為限)

詳情請見招生簡章",生物能力、化學能力、英文能力、溝通能力,2,2024/11/01,王小姐(招生組) / 03-2118800轉3323,,【計畫類別】特殊選才
SCH11400606,長庚大學,私立,醫學影像暨放射科學系,北區,,醫藥衛生學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他,"【資料審查】60%
1.高中(職)在校成績證明。
2.符合「報考資格」之證明文件與說明。
3.自傳: 包括申請動機、人格特質與說明。
4.其他有利審查之資料(以高中(職)時期為限)。

【面試】40%
1.依審查成績擇優至多6名參加面試
2.面試日期113年11月29日(五)

詳情請見招生簡章",生物能力、化學能力、英文能力、溝通能力,1,2024/11/29,王小姐(招生組) / 03-2118800轉3323,,【計畫類別】特殊選才
SCH11400607,長庚大學,私立,護理學系,北區,,醫藥衛生學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他,"【資料審查】100%
1.高中(職)在校成績證明。
2.英語能力檢定證明。
3.個人簡歷資料
4.符合「報考資格」之證明文件
5.高中(職)時期其他有利審查之資料

詳情請見招生簡章",生物能力、化學能力、溝通能力、同理心,1,2024/11/01,王小姐(招生組) / 03-2118800轉3323,,【計畫類別】特殊選才
SCH11400608,元智大學,私立,社會暨政策科學學系,北區,,其他學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生,資料審查40%、面試60%,基礎學科能力、溝通能力、表達能力、學習能力,3,2024/12/02,"教務處 / 03-4638800分機2316

聯絡人：學系：李秘書",,"【備註】報名日期或考試日期請依招生簡章公告日期為準。

【計畫類別】特殊選才"
SCH11400609,元智大學,私立,資訊工程學系,北區,,資訊學群,特殊才能 不同教育資歷： 1.實驗教育學生,資料審查100%,邏輯推理、程式設計、數學能力、英文能力,7,2024/11/19,"教務處 / 03-4638800分機2316

聯絡人：學系：梁秘書",,"【備註】報名日期或考試日期請依招生簡章公告日期為準。<br />11/19-12/2為學系審查資料期間。

【計畫類別】資安外加"
SCH11400610,元智大學,私立,資訊工程學系,北區,,資訊學群,特殊才能 不同教育資歷：,資料審查100%,邏輯推理、程式設計、數學能力、英文能力,3,2024/11/19,"教務處 / 03-4638800分機2316

聯絡人：學系：梁秘書",,"【備註】報名日期或考試日期請依招生簡章公告日期為準。<br />11/19-12/2為學系審查資料期間。

【計畫類別】資安外加"
SCH11400611,元智大學,私立,電機通訊學院英語學士班,北區,,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,資料審查100%,基礎學科能力、溝通能力、表達能力、學習能力,2,2024/11/19,"教務處 / 03-4638800分機2316

聯絡人：學系：黃秘書",,"【備註】報名日期或考試日期請依招生簡章公告日期為準。<br />11/19-12/2為學系審查資料期間。

【計畫類別】特殊選才"
SCH11400612,元智大學,私立,管理學院學士班,北區,,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.實驗教育學生 3.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,資料審查40%、面試60%,基礎學科能力、溝通能力、表達能力、學習能力,4,2024/12/02,"教務處 / 03-4638800分機2316

聯絡人：學系：莊秘書",,"【備註】擬以招生分組方式招生，分組名稱:管理學院學士班(英語專班)；<br />報名日期或考試日期請依招生簡章公告日期為準。

【計畫類別】特殊選才"
SCH11400613,元智大學,私立,機械工程學系,北區,,工程學群,特殊才能,資料審查40%、面試60%,物理能力、數學能力、空間概念、動手能力,5,2024/12/02,"教務處 / 03-4638800分機2316

聯絡人：學系：郭秘書",,"【備註】報名日期或考試日期請依招生簡章公告日期為準。

【計畫類別】特殊選才"
SCH11400614,元智大學,私立,應用外語學系,北區,,其他學群,不同教育資歷： 1.境外臺生 2.實驗教育學生 3.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,資料審查40%、面試60%,基礎學科能力、溝通能力、表達能力、學習能力,1,2024/12/02,"教務處 / 03-4638800分機2316

聯絡人：學系：王秘書",,"【備註】報名日期或考試日期請依招生簡章公告日期為準。

【計畫類別】特殊選才"
SCH11400615,元智大學,私立,資訊管理學系,北區,,資訊學群,特殊才能,資料審查100%,邏輯推理、程式設計、管理能力、英文能力,2,2024/11/19,"教務處 / 03-4638800分機2316

聯絡人：學系：吳秘書",,"【備註】報名日期或考試日期請依招生簡章公告日期為準。<br />11/19-12/2為學系審查資料期間。

【計畫類別】資安外加"
SCH11400616,大葉大學,私立,多媒體數位內容學士學位學程,中區,,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.資料審查

2.口試",基礎學科能力、溝通能力、表達能力、學習能力,4,2024/12/20,徐先生 / 04-8511888 分機 2421,,"【備註】「報名日期或考試日期，依招生簡章公告日期為準」。

【計畫類別】特殊選才"
SCH11400617,大葉大學,私立,設計學系,中區,,藝術學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.資料審查

2.口試",創意能力、美學素養、表達能力、觀察力,2,2024/12/20,邱小姐 / 04-8511888 分機 5011,,"【備註】「報名日期或考試日期，依招生簡章公告日期為準」。

【計畫類別】特殊選才"
SCH11400618,大葉大學,私立,觀光休閒學系,中區,,遊憩與運動學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.資料審查

2.口試",溝通能力、服務精神、英文能力、文化素養,1,2024/12/20,尹小姐 / 04-8511888 分機 3311,,"【備註】「報名日期或考試日期，依招生簡章公告日期為準」。

【計畫類別】特殊選才"
SCH11400619,大葉大學,私立,資訊工程學系,中區,,資訊學群,特殊才能 不同教育資歷： 1.境外臺生. 2.新住民及其子女. 3.經濟弱勢學生. 4.實驗教育學生. 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者.,"1.資料審查

2.口試",邏輯推理、程式設計、數學能力、英文能力,2,2024/12/20,顏小姐 / 04-8511888 分機 2401,,"【備註】「報名日期或考試日期，依招生簡章公告日期為準」。

【計畫類別】資安外加"
SCH11400620,中華大學,私立,工業管理學系,北區,,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,書面審查：100%,基礎學科能力、溝通能力、表達能力、學習能力,1,2024/12/12,"試招組 / 03-5186202

聯絡人：學系辦公室：任小姐",,"【備註】1.所有資訊依招生簡章公告為準。<br />2.本系希望招收樂觀積極並願意挑戰自我之高中生，以培養「科技業、製造業及服務業之管理人才為使命，並以學生具備團隊精神、善於溝通和主動積極」為主要教育目標。

【計畫類別】特殊選才"
SCH11400621,中華大學,私立,企業管理學系企業管理組,北區,,管理學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,書面審查：100%,領導能力、溝通能力、分析能力、英文能力,1,2024/12/12,"試招組 / 03-5186202

聯絡人：學系辦公室：蔡小姐",,"【備註】1.所有資訊依招生簡章公告為準。<br />2.希望招收與人互動合作佳、樂於溝通協調、喜歡接受挑戰及實現事業理想，未來想在企業擔任管理職位或自行創業，未來學習規劃與企管系教育目標相契合之學生。<br />3.本校管理學院通過國際商管AACSB 認證，擁有完善的e化教學與哈佛式個案教學環境設施，訓練學生具備管理技能及強化課程理論與實務配合之運用，提升學生學習成效。

【計畫類別】特殊選才"
SCH11400622,中華大學,私立,建築與都市計畫學系,北區,,建築與設計學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,書面審查：100%,空間概念、繪圖能力、創意能力、數學能力,5,2024/12/12,"試招組 / 03-5186202

聯絡人：學系辦公室：戴小姐",,"【備註】1.所有資訊依招生簡章公告為準。<br />2.教學整合建築設計、建築科技、景觀及都市環境規劃領域，以校外實習加強實務訓練。入學不分組，大三可依興趣選擇五年制(建築師專業)或四年制(都市規劃與景觀設計)學程畢業。全系通過IEET工程教育認證。大四推薦全學期實習及就業學程，實習地點包含國內外建築、景觀、建設、營建、都計產業。業師師徒制一對一上課，修業完成即具備建築師及都計相關證照考照資格。

【計畫類別】特殊選才"
SCH11400623,中華大學,私立,應用日語學系,北區,,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,書面審查：100%,基礎學科能力、溝通能力、表達能力、學習能力,2,2024/12/12,"試招組 / 03-5186202

聯絡人：學系辦公室：劉小姐",,"【備註】1.所有資訊依招生簡章公告為準。<br />2.著重結合語言能力與專業領域。配合商務、語文翻譯、觀光，三大領域專業知識。<br />3.教學結合理論與實務，定期舉辦業界專家演講、聘請業師協同教學，培育學生實務應用能力。<br />4.每年提供日本姊妹校雙學位、長期留學、短期交流等交流機會，亦規劃國內外各類實習，強化職場競爭力。<br />5.入學前已具備一定日語能力學生，設有課程免修辦法，並輔導學生進行跨領域、雙學位、實習等學習規劃。

【計畫類別】特殊選才"
SCH11400624,中華大學,私立,觀光學院,北區,,遊憩與運動學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,書面審查：100%,溝通能力、服務精神、英文能力、文化素養,1,2024/12/12,"試招組 / 03-5186202

聯絡人：學系辦公室：蔡小姐",,"【備註】1.所有資訊依招生簡章公告為準。<br />2.系教育目標：培養國際觀光旅遊、旅館餐飲管理、會議展覽活動等專業，擁有旅遊規劃，會展籌辦，旅館經營等能力。<br />3.本系選才理念：具有團隊合作的精神、樂於與人交流，具有溝通表達的能力、具備簡化複雜問題與分析思考的能力、具有領導協調與危機處理能力、具有責任感與好奇求知及自我管理、喜歡籌辦活動、主持，或具有創新創意特質。

【計畫類別】特殊選才"
SCH11400625,中華大學,私立,資訊工程學系,北區,,資訊學群,特殊才能 不同教育資歷： 1.境外臺生. 2.新住民及其子女. 3.經濟弱勢學生. 4.實驗教育學生. 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者.,書面審查：100%,邏輯推理、程式設計、數學能力、英文能力,2,2024/12/12,"試招組 / 03-5186202

聯絡人：學系辦公室：黃小姐",,"【備註】1.所有資訊依招生簡章公告為準。<br />2.本系以精緻化、目標導向的課程規劃，培養電腦軟體硬體系統以及電腦應用系統之專業人才；且以具備資訊科技基礎知識、資訊應用與實務經驗、團隊合作溝通能力、資訊科技創新思維為教育目標。

【計畫類別】資安外加"
SCH11400626,中華大學,私立,資訊管理學系,北區,,資訊學群,特殊才能 不同教育資歷： 1.境外臺生. 2.新住民及其子女. 3.經濟弱勢學生. 4.實驗教育學生. 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者.,書面審查：100%,邏輯推理、程式設計、管理能力、英文能力,1,2024/12/12,"試招組 / 03-5186202

聯絡人：學系辦公室：郭小姐",,"【備註】1.所有資訊依招生簡章公告為準。<br />2.我們歡迎技職學生，普通高中生加入，中華資管的校友薪資表現比一般私立大學好。高薪的原因來自三大優勢 (1) 腳踏實地的工作態度如陽光青年、社會責任、…等的訓練 (2) 國際專業證照的考取如 SAP、Oracle (3) 就業前的軟體設計訓練如 Build School、建教合作、產學計畫、畢業專題、…等。歡迎加入中華資管系。

【計畫類別】資安外加"
SCH11400627,義守大學,私立,電影與電視學系,南區,,藝術學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生,資料審查、面試,創意能力、美學素養、表達能力、觀察力,6,2024/12/04,招生組-蕭小姐 / (07)6577711分機2135,,"【備註】1.本系培育電影、電視、廣告以及影視新科技如元宇宙VR影片、網紅youtuber等相關人才。實務教育影視產業之編劇、導演、製片、攝影、燈光、聲音、美術造型設計、發行、數位影展等。著重「實作參與」，並接受產業名師指導，增加就業競爭力，畢業後能直接與影視產業連結。歡迎同學與我們一起追夢，期待下一個金馬、金鐘得主就是你。<br />2.本系聯絡電話07-6577711轉8252。

【計畫類別】特殊選才"
SCH11400628,義守大學,私立,電機工程學系,南區,,工程學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生,資料審查、面試,物理能力、數學能力、邏輯推理、英文能力,2,2024/12/04,招生組-蕭小姐 / (07)6577711分機2135,,"【備註】1.本系具有專業熱忱的師資，經由人工智慧、機器人、生醫感測、綠色能源、智慧電網、物聯網、光電、工業4.0、半導體等特色課程，培育之全方位電機與智慧科技專業人才，普遍就業於科學園區及國內外高科技領域相關產業。<br />2.本系聯絡電話：07-6577711轉6603。

【計畫類別】特殊選才"
SCH11400629,義守大學,私立,廚藝暨美食學學系,南區,,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生,資料審查、面試,基礎學科能力、溝通能力、表達能力、學習能力,2,2024/12/04,招生組-蕭小姐 / (07)6577711分機2135,,"【備註】1.想成為廚藝達人嗎? Yes, we can help!本系通過AACSB國際商管認證，為全國唯一與義联集團所屬五星級酒店直接配合之學系。課程強調廚藝技術的學習，以「廚藝科學與美學」與「健康養生餐飲」為發展主軸，培養具國際觀的跨領域廚藝人才。配有西餐教室、中餐教室、烘焙教室、西點教室、巧克力專業教室、廚藝影棚與飲食圖書室與實習餐廳等學習空間。<br />2.本系聯絡電話: 07-6577711轉3152。

【計畫類別】特殊選才"
SCH11400630,義守大學,私立,機械與自動化工程學系,南區,,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生,資料審查、面試,基礎學科能力、溝通能力、表達能力、學習能力,1,2024/12/04,招生組-蕭小姐 / (07)6577711分機2135,,"【備註】1.以培育機械、機電、創新設計為宗旨，以訓練理論與實務並重專業人才為目的，擁有先進的智慧機械實習工廠。課程涵蓋綠能新動力、3D列印科技、物聯網、工業4.0及AI與智慧機械等領域，應用於風力機、無人機、電動車、醫療輔具等各類智慧型載具的開發設計。機械為工業之母，台積電、聯電、日月光、義联集團等國際大廠都來本系招募人才，本系絕對是你就業與深造最好的選擇!2.本系聯絡電話：07-6577711轉3202

【計畫類別】特殊選才"
SCH11400631,義守大學,私立,餐旅管理學系,南區,,遊憩與運動學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生,資料審查、面試,體能、溝通能力、服務精神、領導能力,1,2024/12/04,招生組-蕭小姐 / (07)6577711分機2135,,"【備註】1.本系通過AACSB國際商管認證，提供高雄萬豪、義大皇家等五星飯店菁英培訓，致力於培養全方位「經營餐廳、管理飯店、打造卓越顧客體驗」的餐旅專業人才。重視情境教學與職場體驗，融入智慧科技及外語教學，與國際潮流接軌。2.設有中西餐、烘培、飲料創新、餐飲服務及國際會館等專業教室。安排至國內外知名飯店實習六個月。3.部分課程須遵守專業服裝儀容標準，可依興趣選修餐飲或旅館課程，並設有高級管家服務跨領域學程

【計畫類別】特殊選才"
SCH11400632,義守大學,私立,資訊工程學系,南區,,資訊學群,特殊才能,資料審查、面試,邏輯推理、程式設計、數學能力、英文能力,2,2024/12/04,招生組-蕭小姐 / (07)6577711分機2135,,"【備註】1.本系以培養符合產業需求的資訊專業人才，課程設計分為三個主要方向：人工智慧與多媒體系統、網路通訊與物聯網系統、嵌入式系統，並提供完整軟硬體課程，使學生具備跨領域及自學的專業能力。2.畢業後可進入人工智慧、大數據、物聯網、邊緣運算、雲端服務、區塊鏈、資訊安全、擴增/虛擬/混合實境、手機App程式設計、嵌入式系統、資訊電子、智慧醫療、智慧製造、智慧金融、半導體產業與其他智慧科技相關技術與應用產業就業

【計畫類別】資安外加"
SCH11400633,銘傳大學,私立,公共事務與行政管理學系,北區,,其他學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.其他：<br>特殊境遇家庭子女或孫子女。,書面審查及面試,基礎學科能力、溝通能力、表達能力、學習能力,2,2024/12/20,王思婷 / (02)2882-4564#2247,,【計畫類別】特殊選才
SCH11400634,銘傳大學,私立,生物科技學系,北區,,生命科學學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.其他：<br>特殊境遇家庭子女或孫子女。,書面審查及面試,生物能力、化學能力、實驗能力、英文能力,2,2024/12/20,王思婷 / (02)2882-4564#2247,,【計畫類別】特殊選才
SCH11400635,銘傳大學,私立,生物醫學工程學系,北區,,醫藥衛生學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 4.其他：<br>特殊境遇家庭子女或孫子女。,書面審查及面試,生物能力、化學能力、英文能力、溝通能力,2,2024/12/20,王思婷 / (02)2882-4564#2247,,【計畫類別】特殊選才
SCH11400636,銘傳大學,私立,休閒遊憩管理學系,北區,,其他學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 4.其他：<br>特殊境遇家庭子女或孫子女。,書面審查及面試,基礎學科能力、溝通能力、表達能力、學習能力,3,2024/12/20,王思婷 / (02)2882-4564#2247,,【計畫類別】特殊選才
SCH11400637,銘傳大學,私立,企業管理學系,北區,,管理學群,特殊才能 不同教育資歷： 1.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,書面審查及面試,領導能力、溝通能力、分析能力、英文能力,2,2024/12/20,王思婷 / (02)2882-4564#2247,,【計畫類別】特殊選才
SCH11400638,銘傳大學,私立,法律學系,北區,,法政學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.其他：<br>特殊境遇家庭子女或孫子女。,書面審查及面試,邏輯推理、寫作能力、表達能力、英文能力,3,2024/12/20,王思婷 / (02)2882-4564#2247,,【計畫類別】特殊選才
SCH11400639,銘傳大學,私立,金融學系,北區,,財經學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 4.其他：<br>特殊境遇家庭子女或孫子女。,書面審查及面試,數學能力、分析能力、細心度、英文能力,2,2024/12/20,王思婷 / (02)2882-4564#2247,,【計畫類別】特殊選才
SCH11400640,銘傳大學,私立,建築學系,北區,,建築與設計學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.其他：<br>特殊境遇家庭子女或孫子女。,書面審查及面試,空間概念、繪圖能力、創意能力、數學能力,2,2024/12/20,王思婷 / (02)2882-4564#2247,,【計畫類別】特殊選才
SCH11400641,銘傳大學,私立,時尚與創新管理學士學位學程,北區,,其他學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,書面審查及面試,基礎學科能力、溝通能力、表達能力、學習能力,1,2024/12/20,王思婷 / (02)2882-4564#2247,,【計畫類別】特殊選才
SCH11400642,銘傳大學,私立,財金法律學系,北區,,法政學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.其他：<br>特殊境遇家庭子女或孫子女。,書面審查及面試,邏輯推理、寫作能力、表達能力、英文能力,2,2024/12/20,王思婷 / (02)2882-4564#2247,,【計畫類別】特殊選才
SCH11400643,銘傳大學,私立,財務金融學系,北區,,財經學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.實驗教育學生 4.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 5.其他：<br>特殊境遇家庭子女或孫子女。,書面審查及面試,數學能力、分析能力、細心度、英文能力,4,2024/12/20,王思婷 / (02)2882-4564#2247,,【計畫類別】特殊選才
SCH11400644,銘傳大學,私立,商品設計學系,北區,,藝術學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.其他：<br>特殊境遇家庭子女或孫子女。,書面審查及面試,創意能力、美學素養、表達能力、觀察力,3,2024/12/20,王思婷 / (02)2882-4564#2247,,【計畫類別】特殊選才
SCH11400645,銘傳大學,私立,商業設計學系,北區,,建築與設計學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.其他：<br>特殊境遇家庭子女或孫子女。,書面審查及面試,創意能力、美學素養、溝通能力、電腦技能,3,2024/12/20,王思婷 / (02)2882-4564#2247,,【計畫類別】特殊選才
SCH11400646,銘傳大學,私立,國際企業與貿易學士學位學程,北區,,管理學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,書面審查及面試,領導能力、溝通能力、分析能力、英文能力,2,2024/12/20,王思婷 / (02)2882-4564#2247,,【計畫類別】特殊選才
SCH11400647,銘傳大學,私立,國際企業學系,北區,,管理學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生 3.實驗教育學生 4.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 5.其他：<br>特殊境遇家庭子女或孫子女。,書面審查及面試,領導能力、溝通能力、分析能力、英文能力,2,2024/12/20,王思婷 / (02)2882-4564#2247,,【計畫類別】特殊選才
